Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Damage,Annual_Premium,Vintage,VAge1,VAge2,VAge3,VPolicy0,VPolicy1,VPolicy2,VPolicy3,Response
0,24,1,50,1,0,22507,14,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,63,1,28,0,1,47127,250,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1,22,1,36,0,1,31945,84,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,21,1,28,1,0,37386,275,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,57,1,38,0,1,25402,164,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0,58,1,28,1,0,44927,84,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,54,1,28,1,0,74484,267,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,23,1,49,0,1,31549,127,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0,74,1,28,1,0,25363,92,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,44,1,28,0,1,35521,41,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,76,1,15,0,1,32039,140,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0,50,1,46,0,1,24878,278,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,64,1,3,0,1,36245,79,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,55,1,21,1,0,21680,285,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0,28,1,43,1,0,26332,215,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,75,1,28,0,1,31118,237,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,42,1,46,0,1,44126,267,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,52,1,11,0,1,2630,53,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,24,1,50,0,1,38530,147,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0,44,1,43,0,1,35738,131,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,30,1,50,1,0,32949,192,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,43,1,12,0,0,25870,246,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,66,1,30,0,1,2630,260,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,35,1,28,0,1,53223,13,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,45,1,28,0,1,29251,288,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0,53,1,28,1,1,29727,132,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,61,1,28,0,1,2630,182,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,40,1,36,0,1,34085,174,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,54,1,28,0,1,24941,122,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0,80,0,28,0,0,41553,33,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,24,1,2,1,0,36712,13,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,28,1,11,1,0,21619,127,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,21,1,28,1,0,48958,288,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0,35,1,8,0,1,53607,255,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,47,1,50,0,1,21483,161,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,24,1,15,0,0,44023,107,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,22,1,15,0,1,32252,100,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,39,1,29,0,0,23313,194,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,40,1,28,0,1,31911,24,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,55,1,46,1,0,28219,75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,32,1,28,0,1,2630,233,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0,22,1,50,1,0,31178,294,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,68,1,0,0,1,2630,178,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,41,1,41,0,1,35615,289,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,53,1,28,1,0,42832,184,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,24,1,15,0,0,32573,256,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0,50,1,7,1,0,30846,56,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,46,1,8,1,0,2630,157,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,25,1,29,1,0,32008,15,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,52,1,28,0,1,45749,246,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1,34,1,41,0,1,26845,36,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1,25,1,3,1,0,32430,280,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,36,1,41,0,1,40918,240,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,26,1,6,1,0,39792,130,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,73,1,15,1,0,44294,37,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,39,1,28,1,0,32972,114,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,26,1,17,1,0,2630,50,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,50,1,35,0,0,2630,235,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0,23,1,29,1,0,32906,132,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,37,1,28,1,0,33253,117,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,21,1,3,0,1,46158,172,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0,41,1,50,0,0,32093,279,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,41,1,28,0,1,28355,39,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
1,50,1,34,1,0,32757,225,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,69,1,23,0,1,48259,22,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,24,1,41,1,0,21858,237,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,26,1,14,1,0,36994,77,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,50,1,28,0,1,35944,140,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0,27,1,15,1,0,34625,274,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,37,1,2,1,0,27368,281,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,22,1,33,1,0,30819,262,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,42,1,37,0,1,2630,149,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1,39,1,45,1,0,22252,12,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,51,1,7,1,0,33059,137,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,58,1,33,1,0,27585,47,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,31,1,28,0,1,40447,50,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0,23,1,30,1,0,26652,293,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,24,1,7,1,0,2630,166,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0,65,1,8,0,1,38513,269,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0,33,1,14,0,1,2630,288,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0,41,1,28,0,1,27992,56,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,42,1,28,0,0,26316,216,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,26,1,50,0,1,38790,95,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,62,1,3,0,1,33768,2265,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,45,1,28,0,1,35466,99,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,22,1,21,0,0,2630,181,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,44,1,28,0,1,37360,153,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,75,1,28,1,0,55852,108,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,50,1,28,0,1,42825,99,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
1,37,1,28,1,0,38522,109,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,31,1,28,0,1,88746,77,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1,61,1,28,0,1,53440,25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,70,1,28,0,0,47853,144,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,57,1,28,0,1,2630,246,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,24,1,3,1,0,48697,256,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,43,1,28,0,0,34569,42,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,30,1,28,0,1,47747,88,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0,48,1,28,0,1,43208,150,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1,85,1,32,0,1,19885,90,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,78,1,23,1,0,25219,278,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,22,1,2,1,0,32642,265,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,35,1,28,1,1,33588,205,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0,48,1,28,0,1,32830,266,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1,23,1,21,1,0,2630,55,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,49,1,28,0,1,24433,102,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0,25,1,14,1,0,23429,239,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,27,1,28,1,0,39478,264,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,24,1,16,1,0,28916,217,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,42,1,28,0,1,36137,112,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,36,1,15,1,0,24402,223,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,48,1,28,0,1,51334,121,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0,23,1,34,1,1,32040,191,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0,23,1,21,1,0,27773,56,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,25,1,28,0,0,48524,269,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,52,1,28,1,0,46182,14,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,109,1,28,1,0,77169,44,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,28,1,28,0,1,51473,243,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1,33,1,6,1,0,31801,139,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,38,1,10,0,1,29466,252,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,26,1,16,1,0,2630,257,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,27,1,12,1,0,22447,265,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,27,1,41,1,0,27464,17,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,66,1,28,0,1,27534,258,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,65,1,20,0,1,2630,192,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,28,1,8,1,0,32126,242,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,49,1,28,1,0,38018,185,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,50,1,28,0,1,42055,10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,26,1,7,1,0,2630,229,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,61,1,48,1,0,2630,99,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,40,1,17,0,1,2630,292,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,64,1,28,1,0,28285,27,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,47,1,28,0,1,44048,284,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1,22,1,18,1,0,31774,229,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,49,1,50,1,0,40374,238,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,23,1,30,1,0,40532,22,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,40,1,15,1,0,39412,252,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,64,1,10,0,0,36604,121,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,53,1,42,0,1,29802,207,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,23,1,18,0,1,42357,174,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,38,1,28,0,1,33992,162,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1,24,1,41,0,1,48187,198,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,44,1,28,0,1,44812,110,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,50,1,29,0,1,2630,134,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,63,1,28,1,0,50992,190,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,22,1,36,0,1,2630,172,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0,24,1,50,1,0,32094,97,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,28,1,46,1,0,44271,191,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,23,1,33,1,0,53170,291,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,42,1,28,0,1,34096,213,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,58,1,7,0,1,42542,157,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0,24,1,11,1,0,34938,163,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,40,1,24,1,1,2630,107,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,40,1,9,0,1,36075,100,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0,53,1,28,0,1,42571,203,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,43,1,7,0,1,44316,44,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0,42,1,28,0,0,2630,115,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,41,1,3,0,1,22468,72,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,64,1,8,1,0,39745,297,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
1,26,1,28,0,1,39233,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,28,1,3,1,0,28616,110,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,27,1,12,1,0,22398,297,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,29,1,46,0,1,34637,10,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1,37,1,28,0,1,32926,56,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,56,1,46,0,1,37107,96,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,31,1,46,1,0,27130,224,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,22,1,34,1,0,25894,45,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,49,1,28,0,1,57008,165,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0,31,1,23,0,1,2630,151,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,44,1,28,1,0,42617,47,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,40,1,18,0,1,28553,249,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0,73,1,47,0,1,35100,214,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,24,1,11,1,0,33419,175,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,25,1,11,1,0,45984,258,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,28,1,36,0,0,32485,119,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,27,1,41,1,0,23407,292,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,25,1,45,1,0,35059,134,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,51,1,28,0,0,52504,124,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,21,1,2,1,0,33854,138,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,22,1,36,1,0,30491,164,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,72,1,50,1,0,34281,186,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,53,1,28,0,1,42229,286,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,53,1,28,0,1,43739,156,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
1,24,1,28,0,1,50238,183,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,36,1,8,1,0,31414,77,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0,68,1,47,1,0,30090,279,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,26,1,33,0,1,2630,160,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0,58,1,28,0,1,46593,175,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,25,1,41,1,0,32501,289,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,25,1,14,1,0,32417,185,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,24,1,18,0,0,2630,27,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,63,1,46,1,0,61005,21,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,24,1,33,1,0,30409,155,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,37,1,30,0,1,2630,90,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1,33,1,37,0,1,27041,144,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0,23,1,37,0,1,29579,117,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,25,1,32,0,0,25359,160,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,27,1,33,1,0,25457,47,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,42,1,21,0,1,2630,264,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
1,28,1,28,1,0,49772,266,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,23,1,28,0,1,40129,46,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,22,1,33,1,0,31384,169,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,60,1,28,0,1,49381,62,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,48,1,19,0,1,35106,168,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,32,1,41,0,1,21329,119,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
1,27,1,3,1,0,40443,177,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,33,1,21,1,0,18930,277,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,21,1,3,0,0,23546,38,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0,38,1,28,0,1,38603,32,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,37,1,8,1,0,75762,233,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,80,1,28,0,1,41170,160,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
1,30,1,18,0,1,73698,210,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,27,1,28,1,0,47631,220,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,42,1,3,0,1,26267,215,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1,50,1,8,0,1,60994,247,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,25,1,21,1,0,33175,119,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,24,1,6,1,0,27420,90,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,55,1,45,1,0,35494,144,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,21,1,30,1,0,28026,95,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,62,1,50,1,1,29614,264,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,54,1,28,1,0,39978,123,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,22,1,13,0,1,35869,16,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1,67,1,28,0,1,34165,95,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,62,1,46,1,0,37627,73,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
1,31,1,8,1,0,44225,99,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,114,1,28,0,1,37678,81,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0,48,1,28,0,1,29068,290,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1,24,1,8,1,0,43084,83,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,46,1,50,0,1,2630,192,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,38,1,28,0,1,30223,253,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,73,1,8,1,0,2630,66,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,73,1,28,0,1,48541,119,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,27,1,45,0,1,20836,59,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0,41,1,7,0,1,2630,40,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1,22,1,46,1,1,22708,103,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,36,1,21,0,1,31941,129,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1,36,1,15,0,1,34475,43,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,40,1,28,1,0,32908,97,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,23,1,15,0,0,2630,266,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,50,1,48,1,0,2630,261,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,47,1,28,1,0,45811,284,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,30,1,41,1,0,33930,200,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,62,1,31,0,0,2630,161,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1,48,1,28,0,1,48224,59,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,53,1,3,0,1,2630,21,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,48,1,28,1,0,43725,38,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,21,1,46,1,0,23189,70,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,38,1,3,1,0,36135,241,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,53,1,28,0,0,44859,297,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1,57,1,28,0,1,22630,120,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,46,1,28,0,1,2630,294,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,28,1,28,1,0,29245,168,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,25,1,13,1,0,22258,54,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,70,1,17,1,1,45908,119,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,41,1,28,0,1,33044,287,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,20,1,10,1,1,2630,299,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0,49,1,28,0,1,2630,90,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,47,1,28,0,1,47221,95,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1,21,1,28,0,1,2630,68,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1,39,1,20,1,1,2630,280,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,56,1,28,0,1,21826,71,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
1,75,1,8,0,1,2630,87,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,55,1,0,0,1,2630,60,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1,80,1,28,0,1,45685,223,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,47,1,28,0,1,47366,149,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
1,32,1,23,0,1,32103,34,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1,43,1,28,0,1,2630,196,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0,48,1,28,0,1,29290,46,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0,35,1,28,0,1,49418,37,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,46,1,28,1,0,45668,251,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,44,1,28,0,1,2630,18,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1,22,1,46,0,1,2630,267,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0,43,1,28,0,1,46344,43,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1,45,1,28,0,1,27055,225,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1,38,1,46,1,0,26221,107,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,26,1,2,1,0,23302,265,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,40,1,28,1,0,24470,180,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,47,1,8,0,1,51006,131,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,24,1,15,1,0,37205,222,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,59,1,28,0,1,72389,148,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,42,1,48,0,1,2630,102,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,36,1,30,1,0,24621,32,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0,31,1,28,1,0,33180,281,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,36,1,28,1,0,2630,127,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,36,1,49,0,1,38661,18,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,24,1,15,1,0,74300,51,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,23,1,46,1,0,28348,139,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,48,1,28,0,1,38914,135,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,31,1,30,0,1,30370,176,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0,47,1,15,0,1,2630,37,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,24,1,46,1,0,26925,106,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,21,1,34,1,0,31523,156,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,38,1,8,1,0,27425,157,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
1,31,1,30,0,1,2630,239,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,51,1,29,0,1,39532,214,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,51,1,47,0,1,34013,123,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
