Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Damage,Annual_Premium,Vintage,Response,VAge1,VAge2,VAge3,VPolicy0,VPolicy1,VPolicy2,VPolicy3
0,43,1,28,1,0,43118,139,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,55,1,6,0,1,29341,17,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,29,1,35,0,1,33678,239,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,26,1,37,0,1,30108,21,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,69,1,26,0,1,32582,77,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,54,1,8,0,1,40098,236,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,56,1,28,1,0,2630,228,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,73,1,18,0,1,30822,21,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,61,1,15,1,0,25162,132,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,36,1,41,0,1,26318,210,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,28,1,28,0,1,25519,267,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,43,1,28,0,1,45221,211,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,39,1,28,0,1,41067,232,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,22,1,3,1,0,2630,269,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,33,1,46,0,0,2630,275,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,44,1,50,1,0,2630,97,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,25,1,32,0,1,30973,172,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,60,1,39,0,1,35434,54,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,54,1,41,1,0,2630,263,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,30,1,8,0,1,40600,41,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,54,1,28,0,1,2630,27,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,66,1,8,1,0,36226,51,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,22,1,47,0,0,26642,228,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,25,1,41,1,0,19948,39,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,29,1,7,0,1,45749,77,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,50,1,41,0,0,38872,152,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,43,1,28,0,1,44607,170,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,69,1,28,0,0,52081,203,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,58,1,28,0,1,53482,95,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,22,1,8,1,0,39793,167,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,22,1,32,0,1,2630,124,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,58,1,28,0,1,47482,131,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,43,1,28,0,1,42293,252,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,66,1,28,1,0,53413,186,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,23,1,11,1,0,29771,104,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,30,1,30,1,0,23540,286,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,69,1,35,0,0,2630,172,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,41,1,33,1,0,2630,114,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,48,1,35,1,0,2630,157,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,24,1,46,1,0,43057,19,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,47,1,28,0,1,29042,122,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,54,1,42,1,0,31748,134,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,77,1,12,0,1,2630,24,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,70,1,28,0,1,51565,115,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,35,1,33,0,1,37097,229,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,56,1,42,0,1,2630,146,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,26,1,50,0,1,48176,205,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,25,1,28,0,1,50059,69,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,62,1,8,0,1,65885,176,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,25,1,29,1,0,32325,222,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,24,1,47,1,0,37429,48,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,40,1,30,1,0,23001,47,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,47,1,45,0,1,2630,179,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,43,1,46,0,1,30293,272,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,41,1,8,0,1,27593,173,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,25,1,8,1,0,55566,25,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,41,1,28,0,1,35017,229,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,46,1,41,0,1,26708,260,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,63,1,46,0,0,41321,294,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,38,1,8,1,0,33602,215,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,24,1,6,1,0,20650,164,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,68,1,31,1,0,2630,267,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,60,1,28,0,0,32907,269,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,60,1,18,0,1,42086,14,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,45,1,28,0,1,36138,75,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,30,1,41,0,1,42814,144,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,53,1,12,1,0,55085,208,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,68,1,28,1,0,24300,172,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,43,1,28,1,0,36052,243,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,20,1,28,0,1,36255,177,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,77,1,31,0,1,2630,234,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,41,1,28,0,1,33479,175,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,22,1,44,1,0,28556,296,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,47,1,19,0,1,38785,111,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,47,1,48,0,1,2630,188,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,51,1,13,0,1,34582,284,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,32,1,46,1,0,22760,290,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,28,1,36,0,0,29531,177,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,22,1,46,0,1,2630,227,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,23,1,30,1,0,27842,216,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,21,1,10,1,0,30485,151,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,44,1,46,0,1,40778,131,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,26,1,30,1,0,2630,255,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,39,1,35,0,1,38188,113,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,77,1,50,1,1,37999,195,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,31,1,28,1,0,28075,163,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,22,1,10,1,0,26853,244,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,23,1,35,1,0,25380,173,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,21,1,35,1,0,42935,278,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,71,1,28,1,0,59864,122,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,35,1,28,0,1,43553,90,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,24,1,38,1,0,33179,277,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,26,1,21,1,0,22700,160,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,24,1,50,1,0,39390,35,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,23,1,28,1,0,42232,293,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,66,1,28,0,1,44308,260,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,31,1,8,0,0,36451,219,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,43,1,28,0,1,29330,288,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,39,1,28,1,0,66340,92,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,41,1,40,1,0,28184,183,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,69,1,28,0,1,38424,136,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,42,1,28,0,1,27493,28,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,25,1,14,1,0,59671,175,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,36,1,10,1,0,32300,229,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,53,1,28,0,1,47087,84,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,32,1,21,0,1,2630,51,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,61,1,29,0,1,58664,289,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,37,1,48,1,0,2630,69,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,75,1,41,1,0,29996,226,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,53,1,28,0,1,38402,52,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,45,1,15,0,1,33455,29,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,23,1,8,1,0,37800,218,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,26,1,49,1,0,28300,66,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,33,1,15,0,1,34296,143,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,74,1,28,0,1,27570,61,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,43,1,34,0,1,38684,271,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,23,1,47,0,1,36455,226,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,25,1,28,1,0,63846,261,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,41,1,7,0,1,101892,121,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,66,1,28,0,1,47817,289,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,54,1,48,0,1,2630,69,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,55,1,8,0,1,32783,215,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,25,1,41,1,0,37979,75,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,25,1,37,0,1,31782,85,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,74,1,2,0,0,31840,108,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,60,1,28,0,1,42688,193,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,23,1,28,0,1,43622,106,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,60,1,28,0,1,29794,206,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,42,1,28,0,1,26246,237,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,27,1,8,1,0,26851,179,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,42,1,3,0,1,26754,36,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,48,1,20,0,1,2630,124,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,55,1,3,1,0,24629,182,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,36,1,28,0,1,51799,66,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,67,1,28,1,1,54245,138,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,26,1,14,0,1,25283,252,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,40,1,28,1,0,30103,31,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,45,1,29,1,0,26242,54,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,48,1,28,0,1,52496,44,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,40,1,28,0,1,47658,89,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,48,1,28,0,1,44499,190,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,22,1,36,1,0,32571,125,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,61,1,46,1,0,39734,187,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,40,1,28,0,1,48636,120,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,72,1,28,0,1,30425,284,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,30,1,10,1,0,25183,115,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,47,1,8,0,1,51422,191,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,20,1,39,0,1,37256,19,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,45,1,28,0,1,33881,242,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,68,1,26,0,1,29810,70,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,25,1,14,1,0,25073,136,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,24,1,8,1,0,28426,51,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,22,1,6,1,0,28791,143,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,53,1,8,0,1,43138,254,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,22,1,28,0,1,27637,157,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,45,1,30,0,1,36057,107,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,30,1,11,0,1,2630,114,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,25,1,3,1,0,28137,35,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,27,1,18,0,1,34036,20,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,47,1,36,0,1,2630,51,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,37,1,28,0,1,2630,195,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,24,1,25,0,1,24339,99,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,46,1,35,0,1,44700,159,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,40,1,8,0,1,2630,189,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,30,1,28,1,0,37746,22,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,39,1,3,0,1,22181,281,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,23,1,32,1,0,27198,297,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,69,1,35,0,1,39024,164,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,22,1,6,1,0,34619,110,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,47,1,28,0,1,46843,257,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,68,1,28,0,1,33214,195,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,51,1,35,0,1,37336,282,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,50,1,46,0,1,26845,182,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,62,1,28,0,1,40467,157,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,22,1,5,1,0,33053,90,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,43,1,28,0,1,28608,297,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,26,1,35,1,0,34100,38,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,54,1,18,1,0,2630,296,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,51,1,28,0,0,67311,299,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,60,1,6,1,0,26691,26,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,61,1,50,0,1,38499,79,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,24,1,15,0,0,2630,65,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,28,1,33,0,1,23842,46,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,29,1,47,1,0,32243,193,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,54,1,11,0,1,2630,137,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,24,1,17,1,0,53136,167,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,24,1,29,1,0,45500,20,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,36,1,28,0,1,2630,217,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,57,1,46,0,1,20975,292,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,53,1,28,0,1,29169,78,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,23,1,45,1,0,23481,129,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,53,1,8,1,1,41973,48,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,26,1,8,1,0,2630,22,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,48,1,23,1,1,2630,20,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,22,1,3,1,0,33998,70,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,25,1,6,1,0,18750,250,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,28,1,33,1,0,31803,95,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,53,1,28,0,1,34466,158,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,39,1,35,1,0,2630,81,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,23,1,47,1,0,32967,269,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,21,1,32,0,1,31927,265,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,22,1,22,0,1,41411,271,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,42,1,11,0,1,2630,204,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,35,1,5,1,0,23888,64,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,52,1,24,0,1,39101,183,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,49,1,41,1,0,2630,60,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,22,1,30,1,0,31976,49,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,51,1,28,0,1,44569,243,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,21,1,21,1,0,28575,293,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,31,1,48,0,1,2630,181,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,24,1,47,0,0,32766,20,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,41,1,51,0,1,2630,206,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,24,1,45,1,0,23668,219,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,26,1,28,1,0,32798,14,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,25,1,45,0,1,31980,164,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,42,1,8,1,0,29029,260,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,50,1,28,0,1,31288,55,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,67,1,28,1,0,54583,14,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,40,1,28,1,0,27987,52,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,45,1,40,0,1,27042,56,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,50,1,28,1,0,53187,90,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,47,1,28,0,1,59088,176,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,38,1,28,0,1,37223,83,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,46,1,29,0,1,2630,82,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,25,1,12,1,0,22717,137,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,38,1,46,1,0,35661,67,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,37,1,41,0,0,24722,64,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,22,1,30,1,0,48906,236,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,43,1,6,0,1,23018,269,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,26,1,28,0,1,39244,221,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,24,1,28,1,0,21821,298,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,24,1,7,0,1,31129,46,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,63,1,10,0,1,2630,190,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,39,1,28,0,1,30553,196,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,21,1,46,1,0,32170,102,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,25,1,28,1,0,65352,135,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,38,1,29,0,1,2630,68,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,65,1,28,0,1,51156,166,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,37,1,5,0,1,33317,254,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,41,1,43,0,1,27280,130,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,21,1,41,0,1,28360,273,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,25,1,10,1,0,34751,244,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,73,1,28,0,1,46159,34,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,44,1,8,0,0,63295,243,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,45,1,18,0,1,53488,154,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,23,1,41,1,0,45059,34,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,43,1,33,1,1,27585,218,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,22,1,17,1,0,33320,275,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,51,1,41,0,1,28964,90,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,24,1,36,0,1,40584,72,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,33,1,28,1,0,54179,156,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,55,1,28,1,0,37074,245,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,45,1,8,0,1,41394,118,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,71,1,28,0,1,40625,32,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,48,1,8,0,1,40028,235,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,41,1,51,0,1,2630,12,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,52,1,24,0,1,46854,54,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,27,1,33,0,1,32936,76,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,25,1,33,1,0,43917,253,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,35,1,50,0,1,2630,279,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,23,1,2,0,1,2630,211,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,25,1,30,1,0,38217,249,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,46,1,28,0,1,43640,276,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,24,1,8,1,0,45961,151,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,24,1,50,1,0,38327,287,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,46,1,47,1,0,27545,261,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,50,1,48,0,1,2630,293,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,44,1,28,1,0,37362,275,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,24,1,50,1,0,37721,73,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,71,1,28,0,1,60534,271,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,44,1,41,1,0,33233,135,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,25,1,8,1,0,40352,115,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,22,1,30,1,0,26561,298,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,25,1,28,1,0,40803,78,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,20,1,15,0,1,32035,199,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,27,1,43,0,1,2630,25,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,22,1,28,1,0,35392,96,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,52,1,35,0,1,23747,195,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,64,1,8,0,1,37087,65,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,43,1,28,0,1,35162,174,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,25,1,45,1,0,2630,118,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,78,1,28,0,1,43396,82,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,40,1,39,1,0,32700,276,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,23,1,39,0,1,36876,96,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,55,1,7,1,0,58340,220,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,47,1,23,1,0,2630,204,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,31,1,17,1,0,43434,235,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,43,1,11,1,0,39249,260,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,34,1,28,0,1,27735,131,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,43,1,0,0,1,2630,173,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,23,1,32,0,0,2630,21,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,23,1,35,1,0,31452,103,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,80,1,28,0,1,27046,221,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,23,1,27,1,0,26033,160,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,24,1,28,1,0,19933,118,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
